year,month,day,hour,minute,con_flowRate,con_flowSpeed,con_totalFlowRate,con_positiveTotalFlow,con_positiveTotalFlowDecimal,eva_flowRate,eva_flowSpeed,eva_totalFlowRate,eva_positiveTotalFlow,eva_positiveTotalFlowDecimal,ch1Watt,ch2Watt,ch3Watt,totalPositiveWattHour,totalNegativeWattHour,ch1Current,ch2Current,ch3Current,ch1Voltage,ch2Voltage,ch3Voltage,ch1PowerFactor,ch2PowerFactor,ch3PowerFactor,voltage12,voltage23,voltage31,ch1Hz,ch2Hz,ch3Hz,i1THD,i2THD,i3THD,v1THD,v2THD,v3THD,ain1,ain2,ain3,ain4,ain5,voltage1,voltage2,voltage3,voltage4,voltage5,value1,value2,value3,value4,value5
2017,5,1,0,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,351.0,0.0,381.0,74677000.0,32191800.0,2.01182157692809,0.0,2.1212393813088823,224.3,222.2,222.8,0.792,1.0,0.805,386.6,385.6,387.2,60.01,60.01,60.01,12.9,0.0,10.6,2.4,2.5,2.6,13462.0,14652.0,15348.0,15280.0,2228.0,1.355731189250946,1.4755737781524658,1.5456664562225342,1.538818359375,0.22437743842601776,18.447418134370913,21.62506269776777,23.48358077089039,23.30200243620451,0.0
2017,5,1,1,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,342.0,0.0,359.0,74677700.0,32191800.0,1.9134551695859192,0.0,2.0211445275014395,224.3,222.9,223.25,0.792,1.0,0.7915000000000001,387.25,386.4,387.65,60.02,60.02,60.02,11.55,0.0,10.45,2.2,2.3,2.4,12860.0,14672.0,15332.0,15284.0,2228.0,1.29510498046875,1.4775879383087158,1.5440552234649658,1.539221167564392,0.22437743842601776,16.839904941423985,21.678468462187443,23.440858688036677,23.312682956917943,0.0
2017,5,1,2,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,342.0,0.0,348.0,74678400.0,32191800.0,1.9117769676920573,0.0,2.0191501049849303,225.6,224.35000000000002,224.9,0.7925,1.0,0.7735000000000001,389.8,389.15,390.3,60.004999999999995,60.004999999999995,60.004999999999995,12.649999999999999,0.0,10.5,2.25,2.4,2.4,12572.0,14676.0,15324.0,15288.0,2228.0,1.2661011219024658,1.477990746498108,1.543249487876892,1.5396239757537842,0.22437743842601776,16.070863198121696,21.68914898290087,23.419494485757287,23.323363477631368,0.0
2017,5,1,3,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,337.0,0.0,344.0,74679100.0,32191800.0,1.9099041447318572,0.0,1.9669624102759502,224.1,222.8,223.4,0.797,1.0,0.7765,387.1,386.4,387.6,60.01,60.01,60.01,11.95,0.0,10.5,2.2,2.3,2.3,12528.0,14676.0,15282.0,15242.0,2226.0,1.2616698741912842,1.477990746498108,1.539019763469696,1.534991443157196,0.22417602688074112,15.953367987716385,21.68914898290087,23.30734269656123,23.20053116772188,0.0
2017,5,1,4,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,333.0,0.0,339.0,74679700.0,32191800.0,1.8596524233554628,0.0,1.966302562341652,222.5,221.1,221.7,0.7985,1.0,0.778,384.2,383.5,384.7,59.99,59.99,59.99,11.55,0.0,10.149999999999999,2.0,2.1,2.2,12490.0,14676.0,15248.0,15204.0,2224.0,1.257843017578125,1.477990746498108,1.5355956554412842,1.531164526939392,0.22397461533546448,15.851898299660018,21.68914898290087,23.21655194879202,23.099059899239244,0.0
2017,5,1,5,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,333.0,0.0,337.0,74680400.0,32191800.0,1.858179063094941,0.0,1.9661309445967519,222.1,220.6,221.3,0.803,1.0,0.772,383.4,382.7,384.0,59.99,59.99,59.99,12.1,0.0,10.6,2.0,2.1,2.2,12424.0,14680.0,15212.0,15168.0,2228.0,1.251196265220642,1.4783935546875,1.5319702625274658,1.5275390148162842,0.22437743842601776,15.675658644904589,21.6998295036143,23.120424101518637,23.002928891113324,0.0
2017,5,1,6,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,334.0,0.0,340.0,74681100.0,32191800.0,1.858874791832105,0.0,1.9664033665137066,222.9,221.4,222.1,0.801,1.0,0.778,384.95,384.1,385.55,59.995000000000005,59.995000000000005,59.995000000000005,11.75,0.0,10.3,2.0,2.1,2.2,12410.0,14680.0,15180.0,15156.0,2228.0,1.249786376953125,1.4783935546875,1.52874755859375,1.526330590248108,0.22437743842601776,15.638275241981322,21.6998295036143,23.034973614106143,22.970887328973042,0.0
2017,5,1,7,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,337.0,0.0,343.0,74681700.0,32191800.0,1.9100420784869356,0.0,1.9677660676134416,224.05,222.6,223.05,0.792,1.0,0.772,386.8,385.95,387.3,60.004999999999995,60.004999999999995,60.004999999999995,12.2,0.0,10.2,1.9,2.0,2.05,12424.0,14708.0,15188.0,15184.0,2228.0,1.251196265220642,1.4812133312225342,1.5295531749725342,1.529150366783142,0.22437743842601776,15.675658644904589,21.77459630946083,23.056334655533,23.045654134819575,0.0
2017,5,1,8,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,339.0,0.0,345.0,74682400.0,32191800.0,1.9113222858887553,0.0,2.017968773311696,224.1,222.5,223.2,0.7925,1.0,0.772,386.8,386.05,387.5,60.01,60.01,60.01,12.1,0.0,10.1,1.7,1.8,1.9,12450.0,14752.0,15288.0,15314.0,2228.0,1.253814697265625,1.4856445789337158,1.5396239757537842,1.5422424674034119,0.22437743842601776,15.74508677082067,21.89209151986614,23.323363477631368,23.39279318397372,0.0
2017,5,1,9,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,335.0,0.0,342.5,74683100.0,32191800.0,1.9106175669147496,0.0,2.0173946509260414,222.7,221.0,221.7,0.7925,1.0,0.7755000000000001,384.35,383.45,384.85,59.985,59.985,59.985,11.75,0.0,11.0,1.6,1.8,1.9,12526.0,14802.0,15444.0,15450.0,2228.0,1.2614684700965881,1.490679919719696,1.555334448814392,1.555938720703125,0.22437743842601776,15.948027727359671,22.025604350489054,23.73992907227533,23.75595143377174,0.0
2017,5,1,10,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,338.0,0.0,346.0,74683800.0,32191800.0,1.9112620909065723,0.0,2.0190472737540985,223.45,221.7,222.35000000000002,0.791,1.0,0.7745,385.4,384.5,386.0,59.98,59.98,59.98,12.1,0.0,9.9,1.6,1.7,1.9,12572.0,14866.0,15686.0,15630.0,2228.0,1.2661011219024658,1.4971252083778381,1.5797057747840881,1.574066162109375,0.22437743842601776,16.070863198121696,22.196502164461506,24.386138505668132,24.236603313548805,0.0
2017,5,1,11,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,337.5,0.0,345.0,74684500.0,32191800.0,1.910812018629908,0.0,2.0191466277786807,222.95,221.1,221.9,0.794,1.0,0.771,384.6,383.7,385.2,59.98,59.98,59.98,11.95,0.0,9.2,1.6,1.7,1.9,12616.0,14912.0,15914.0,15808.0,2228.0,1.270532250404358,1.5017578601837158,1.6026672720909119,1.5919921398162842,0.22437743842601776,16.18835524767447,22.31933763522353,24.99496611656393,24.71191335254289,0.0
2017,5,1,12,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,339.0,0.0,348.0,74685200.0,32191800.0,1.911645299331414,0.0,2.0191090472835596,223.7,221.9,222.6,0.7955000000000001,1.0,0.775,386.0,385.1,386.65,60.0,60.0,60.0,11.8,0.0,9.45,1.6,1.7,1.9,12644.0,14976.0,16136.0,16008.0,2228.0,1.273352026939392,1.508203148841858,1.625024437904358,1.6121337413787842,0.22437743842601776,16.263122053521,22.49023544919598,25.587769785537056,25.245970996739626,0.0
2017,5,1,13,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,341.0,0.0,349.0,74685900.0,32191800.0,1.9115846330091086,0.0,2.019675346783341,224.1,222.3,223.0,0.7965,1.0,0.776,386.7,385.7,387.35,59.99,59.99,59.99,12.55,0.0,10.0,1.5,1.7,1.9,12688.0,15044.0,16340.0,16232.0,2228.0,1.2777831554412842,1.515051245689392,1.64556884765625,1.6346924304962158,0.22437743842601776,16.380614103073775,22.671813783881856,26.132507950447224,25.844118086922,0.0
2017,5,1,14,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,341.0,0.0,349.5,74686550.0,32191800.0,1.9114602997570493,0.0,2.019443031540682,224.4,222.64999999999998,223.3,0.795,1.0,0.774,387.2,386.3,387.7,60.01,60.01,60.01,12.05,0.0,9.4,1.6,1.7,1.9,12718.0,15100.0,16544.0,16434.0,2228.0,1.280804455280304,1.52069091796875,1.666113257408142,1.6550354361534119,0.22437743842601776,16.460724330129555,22.82135055642745,26.67724611535739,26.383515991475452,0.0
2017,5,1,15,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,343.0,0.0,351.0,74687200.0,32191800.0,1.912074011972525,0.0,2.0199113608729626,225.0,223.2,223.9,0.798,1.0,0.776,388.1,387.1,388.7,60.02,60.02,60.02,12.1,0.0,9.7,1.6,1.7,1.9,12688.0,15140.0,16720.0,16588.0,2228.0,1.2777831554412842,1.52471923828125,1.683837890625,1.6705443859100342,0.22437743842601776,16.380614103073775,22.9281620852668,27.147217474421026,26.794738164910168,0.0
2017,5,1,16,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,343.0,0.0,354.0,74687900.0,32191800.0,1.9117125289813433,0.0,2.020036999590733,225.5,223.6,224.3,0.795,1.0,0.7795000000000001,389.0,388.0,389.55,59.995000000000005,59.995000000000005,59.995000000000005,12.5,0.0,10.6,1.7,1.8,2.0,12752.0,15204.0,16858.0,16732.0,2228.0,1.2842285633087158,1.531164526939392,1.697735607624054,1.6850464344024658,0.22437743842601776,16.55151507789876,23.099059899239244,27.515717565002028,27.179262197413845,0.0
2017,5,1,17,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,342.5,0.0,351.0,74688600.0,32191800.0,1.911816506764896,0.0,2.0196964052896256,225.35000000000002,223.6,224.1,0.7945,1.0,0.7755000000000001,388.8,387.8,389.25,60.0,60.0,60.0,12.9,0.0,10.45,1.85,1.95,2.1,12758.0,15240.0,16920.0,16796.0,2228.0,1.284832775592804,1.5347900390625,1.7039794921875,1.691491723060608,0.22437743842601776,16.567535858968903,23.195190907365166,27.681275118617766,27.350160011386297,0.0
2017,5,1,18,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,341.0,0.0,350.0,74689300.0,32191800.0,1.912097572259,0.0,2.01977742638204,224.4,222.7,223.2,0.7935000000000001,1.0,0.774,387.15,386.05,387.6,59.98,59.98,59.98,12.8,0.0,11.1,1.8,1.95,2.1,12756.0,15248.0,16920.0,16798.0,2228.0,1.284631371498108,1.5355956554412842,1.7039794921875,1.691693127155304,0.22437743842601776,16.56219559861219,23.21655194879202,27.681275118617766,27.35550027174301,0.0
2017,5,1,19,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,342.0,0.0,350.0,74690000.0,32191800.0,1.9121138560980944,0.0,2.019839601061673,224.8,222.9,223.5,0.796,1.0,0.776,387.7,386.7,388.3,59.97,59.97,59.97,13.4,0.0,11.7,1.9,2.05,2.2,12720.0,15244.0,16876.0,16780.0,2228.0,1.281005859375,1.535192847251892,1.699548363685608,1.68988037109375,0.22437743842601776,16.46606459048627,23.205871428078595,27.56378306906499,27.30743476768005,0.0
2017,5,1,20,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,342.5,0.0,351.0,74690700.0,32191800.0,1.9120329885404104,0.0,2.019778336442463,225.45,223.5,224.1,0.7945,1.0,0.7745,388.8,387.7,389.4,59.96,59.96,59.96,12.850000000000001,0.0,11.9,2.0,2.1,2.3,12728.0,15282.0,16808.0,16728.0,2228.0,1.2818114757537842,1.539019763469696,1.6927001476287842,1.6846435070037842,0.22437743842601776,16.487425631913123,23.30734269656123,27.38220157352658,27.16857851584788,0.0
2017,5,1,21,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,345.0,0.0,353.5,74691400.0,32191800.0,1.9117985349621347,0.0,2.019954429369956,226.3,224.4,225.2,0.7965,1.0,0.777,390.25,389.3,390.95,59.99,59.99,59.99,12.5,0.0,11.2,2.1,2.2,2.4,12728.0,15286.0,16744.0,16696.0,2228.0,1.2818114757537842,1.5394225716590881,1.686254858970642,1.681420922279358,0.22437743842601776,16.487425631913123,23.318023217274657,27.21130375955413,27.083131189287922,0.0
2017,5,1,22,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,341.0,0.0,350.0,74692100.0,32191800.0,1.9118029639084795,0.0,2.0185178838126294,225.2,223.45,224.1,0.794,1.0,0.7755000000000001,388.6,387.6,389.15,60.02,60.02,60.02,12.2,0.0,11.5,2.1,2.2,2.4,12712.0,15324.0,16688.0,16648.0,2228.0,1.2802002429962158,1.543249487876892,1.6806151866912842,1.6765868663787842,0.22437743842601776,16.444703549059412,23.419494485757287,27.061766987008536,26.954955458169188,0.0
2017,5,1,23,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,340.0,0.0,349.0,74692800.0,32191800.0,1.9112466245819844,0.0,2.0192847529994546,224.6,223.0,223.8,0.794,1.0,0.773,387.6,386.9,388.4,60.0,60.0,60.0,12.3,0.0,10.9,2.1,2.2,2.3,12718.0,15328.0,16620.0,16620.0,2228.0,1.280804455280304,1.5436522960662842,1.67376708984375,1.67376708984375,0.22437743842601776,16.460724330129555,23.43017500647072,26.880188652322655,26.880188652322655,0.0
2017,5,2,0,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,341.0,0.0,349.0,74693500.0,32191800.0,1.9114652380511,0.0,2.0198560050659577,225.05,223.5,224.2,0.793,1.0,0.772,388.45,387.7,389.15,60.01,60.01,60.01,13.1,0.0,11.5,2.1,2.2,2.3,12672.0,15360.0,16580.0,16580.0,2228.0,1.2761719226837158,1.546875,1.66973876953125,1.66973876953125,0.22437743842601776,16.337892020220064,23.51562549388321,26.77337712348331,26.77337712348331,0.0
2017,5,2,1,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,341.0,0.0,348.0,74694200.0,32191800.0,1.9117946167872981,0.0,2.019489813852584,225.3,223.9,224.55,0.792,1.0,0.769,389.1,388.45,389.65,60.01,60.01,60.01,12.7,0.0,11.0,2.0,2.2,2.3,12672.0,15360.0,16504.0,16532.0,2228.0,1.276171863079071,1.546875,1.662084937095642,1.6649048328399658,0.22437743842601776,16.337890439793796,23.51562549388321,26.570434586518044,26.645204553217106,0.0
2017,5,2,2,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,340.0,0.0,348.0,74694900.0,32191800.0,1.912205556548996,0.0,2.018467010202814,224.8,223.35000000000002,224.1,0.788,1.0,0.7705,388.2,387.5,388.8,60.0,60.0,60.0,11.9,0.0,10.6,2.0,2.2,2.2,12640.0,15376.0,16396.0,16462.0,2228.0,1.27294921875,1.548486351966858,1.651208519935608,1.657855212688446,0.22437743842601776,16.25244153280757,23.558350737589453,26.28204472299282,26.45828279732198,0.0
2017,5,2,3,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,340.0,0.0,349.0,74695600.0,32191800.0,1.911171905659564,0.0,2.019456016247966,225.2,223.8,224.5,0.79,1.0,0.771,388.8,388.2,389.5,60.0,60.0,60.0,12.5,0.0,10.6,2.0,2.2,2.2,12638.0,15394.0,16350.0,16432.0,2228.0,1.272747814655304,1.5502991080284119,1.646575927734375,1.6548340320587158,0.22437743842601776,16.247101272450855,23.606416241652415,26.15921083265706,26.378175731118738,0.0
2017,5,2,4,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,340.0,0.0,349.0,74696250.0,32191800.0,1.9111001191627135,0.0,2.0192935156392675,225.2,223.75,224.45,0.791,1.0,0.769,388.8,388.2,389.4,60.0,60.0,60.0,12.75,0.0,11.6,2.0,2.2,2.2,12624.0,15432.0,16314.0,16388.0,2228.0,1.2713379263877869,1.5541260242462158,1.6429504752159119,1.6504027843475342,0.22437743842601776,16.209717869527594,23.70788751013505,26.06308140495741,26.260680520713425,0.0
2017,5,2,5,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,335.0,0.0,342.0,74696900.0,32191800.0,1.908757308659828,0.0,1.967479480219922,223.0,221.4,222.2,0.795,1.0,0.775,384.85,384.2,385.6,60.01,60.01,60.01,12.25,0.0,10.649999999999999,1.8,2.0,2.0,12610.0,15432.0,16284.0,16316.0,2228.0,1.269927978515625,1.5541260242462158,1.639929175376892,1.643151879310608,0.22437743842601776,16.17233288617806,23.70788751013505,25.982971177901632,26.068421665314123,0.0
2017,5,2,6,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,337.0,0.0,344.0,74697600.0,32191800.0,1.9101643500518999,0.0,2.0172301273841,223.7,222.3,222.8,0.7925,1.0,0.7705,386.25,385.5,386.8,59.989999999999995,59.989999999999995,59.989999999999995,13.2,0.0,11.45,1.8,2.0,2.0,12614.0,15432.0,16244.0,16272.0,2228.0,1.2703308463096619,1.5541260242462158,1.635900855064392,1.6387207508087158,0.22437743842601776,16.183014987317755,23.70788751013505,25.87615964906228,25.95092961576135,0.0
2017,5,2,7,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,339.5,0.0,347.0,74698300.0,32191800.0,1.910348868499255,0.0,2.0189364546344883,224.2,222.7,223.4,0.795,1.0,0.771,387.1,386.3,387.7,60.0,60.0,60.0,12.45,0.0,10.45,1.7,1.9,1.9,12608.0,15432.0,16236.0,16262.0,2228.0,1.2697265148162842,1.5541260242462158,1.635095238685608,1.637713611125946,0.22437743842601776,16.166991045395083,23.70788751013505,25.854798607635427,25.924225153125242,0.0
2017,5,2,8,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,346.0,0.0,374.0,74699000.0,32191800.0,1.959676983249299,0.0,2.1201478941770953,221.95,219.55,220.35000000000002,0.795,1.0,0.805,382.45,381.1,383.15,60.0,60.0,60.0,12.6,0.0,10.45,1.4,1.6,1.8,12676.0,15476.0,16280.0,16320.0,2228.0,1.276574730873108,1.558557152748108,1.6395263671875,1.6435546875,0.22437743842601776,16.348572540933493,23.82537955968782,25.9722906571882,26.07910218602755,0.0
