year,month,day,hour,minute,flowRate,flowSpeed,totalFlowRate,positiveTotalFlow,positiveTotalFlowDecimal,flowRate,flowSpeed,totalFlowRate,positiveTotalFlow,positiveTotalFlowDecimal,ch1Watt,ch2Watt,ch3Watt,totalPositiveWattHour,totalNegativeWattHour,ch1Current,ch2Current,ch3Current,ch1Voltage,ch2Voltage,ch3Voltage,ch1PowerFactor,ch2PowerFactor,ch3PowerFactor,voltage12,voltage23,voltage31,ch1Hz,ch2Hz,ch3Hz,i1THD,i2THD,i3THD,v1THD,v2THD,v3THD,ain1,ain2,ain3,ain4,ain5,voltage1,voltage2,voltage3,voltage4,voltage5,value1,value2,value3,value4,value5
2017,5,1,0,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,350.52542372881356,0.0,375.3898305084746,74676957.62711865,32191800.0,1.9781401865300567,0.0,2.0989231946164995,224.29830508474583,222.3864406779662,222.94576271186438,0.7902542372881354,1.0,0.8019322033898305,386.8677966101695,385.69322033898305,387.35254237288126,60.011186440677974,60.011186440677974,60.011186440677974,12.566101694915256,0.0,10.572881355932205,2.323728813559322,2.3440677966101693,2.533898305084746,13401.933333333332,14655.2,15349.533333333333,15279.266666666666,2226.6,1.3496820032596588,1.4758960068225861,1.5458209137121837,1.5387445092201233,0.2242364503443241,18.287023043156832,21.633606640210647,23.487676234838215,23.300044288059507,0.0
2017,5,1,1,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,342.31666666666666,0.0,358.4166666666667,74677676.66666667,32191800.0,1.9286454225218275,0.0,2.0353570634212366,224.59833333333336,223.07500000000002,223.59499999999997,0.79035,1.0,0.7876166666666666,387.7333333333334,386.8683333333334,388.185,60.01316666666667,60.01316666666667,60.01316666666667,11.463333333333336,0.0,10.241666666666664,2.189999999999999,2.303333333333334,2.388333333333334,12884.333333333334,14674.466666666667,15333.533333333333,15280.4,2226.6,1.297555547952652,1.477836302916209,1.5442095935344695,1.5388586441675822,0.2242364503443241,16.90488211284388,21.685053887719178,23.44495183402598,23.3030705936376,0.0
2017,5,1,2,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,341.6166666666667,0.0,348.73333333333335,74678370.0,32191800.0,1.9083136742663944,0.0,2.0030742313768597,225.60666666666665,224.30999999999997,224.8350000000001,0.7935166666666664,1.0,0.7744333333333332,389.68000000000006,389.00333333333333,390.1316666666666,59.998666666666665,59.998666666666665,59.998666666666665,12.585,0.0,10.684999999999999,2.269999999999999,2.3800000000000012,2.4650000000000007,12568.0,14679.0,15316.4,15282.6,2226.6666666666665,1.265698238213857,1.478292848666509,1.5424841344356537,1.5390802005926767,0.2242431640625,16.06018067553499,21.697159268074188,23.399201022273896,23.308945196115246,0.0
2017,5,1,3,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,337.51666666666665,0.0,344.8833333333333,74679056.66666667,32191800.0,1.8908456296834133,0.0,1.9882811013211712,224.29000000000002,222.97333333333344,223.5633333333333,0.7959666666666667,1.0,0.7759499999999999,387.37999999999994,386.73333333333335,387.89833333333337,60.00300000000001,60.00300000000001,60.00300000000001,12.03833333333333,0.0,10.398333333333339,2.1716666666666664,2.2649999999999992,2.3550000000000013,12534.0,14677.866666666667,15277.266666666666,15232.133333333333,2226.0,1.262274169921875,1.4781787057717641,1.5385430852572124,1.533997803926468,0.22417602688074112,15.969390981383297,21.69413275177259,23.294703500894038,23.17418467163529,0.0
2017,5,1,4,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,333.1166666666667,0.0,339.55,74679733.33333333,32191800.0,1.8785188662837604,0.0,1.9740802599617733,222.46000000000004,221.105,221.6783333333333,0.7972833333333331,1.0,0.7759666666666666,384.17166666666657,383.47833333333347,384.67,59.98783333333333,59.98783333333333,59.98783333333333,11.726666666666663,0.0,10.008333333333331,2.03,2.146666666666666,2.256666666666667,12472.0,14675.533333333333,15245.466666666667,15190.4,2225.6666666666665,1.256030277411143,1.4779437283674877,1.535340565443039,1.5297949214776356,0.22414245828986168,15.80383321704406,21.687902289980467,23.209788198496486,23.0627446010682,0.0
2017,5,1,5,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,332.71666666666664,0.0,337.6,74680405.0,32191800.0,1.8764749553858644,0.0,1.9754245778702129,222.07,220.65000000000003,221.25666666666666,0.7986,1.0,0.7724500000000004,383.42833333333346,382.72499999999974,383.96166666666664,59.997,59.997,59.997,11.931666666666667,0.0,10.57,1.9733333333333336,2.119999999999999,2.2066666666666657,12427.389830508475,14676.474576271186,15214.64406779661,15157.627118644068,2226.101694915254,1.2515376725439298,1.4780385150747783,1.5322364912194721,1.5264944343243616,0.22418626814575518,15.684711112267761,21.690415574013013,23.127483195981867,22.975231679699476,0.0
2017,5,1,6,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,334.06666666666666,0.0,340.5,74681080.0,32191800.0,1.8774780510443247,0.0,1.9747024529958652,222.85499999999996,221.40166666666659,222.0066666666667,0.7985500000000002,1.0,0.7767333333333337,384.7816666666668,384.0433333333334,385.30500000000006,59.996500000000005,59.996500000000005,59.996500000000005,11.818333333333333,0.0,10.34,1.9733333333333336,2.1099999999999994,2.1833333333333322,12396.4,14680.266666666666,15185.133333333333,15153.733333333334,2226.3333333333335,1.2484167516231537,1.4784204145272573,1.529264517625173,1.5261022905508677,0.22420959547162056,15.601959417001526,21.700541696371165,23.04868086184467,22.964833927603703,0.0
2017,5,1,7,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,336.8448275862069,0.0,342.4655172413793,74681753.44827586,32191800.0,1.8940265982981912,0.0,1.9873117302354346,224.0706896551724,222.62586206896546,223.15517241379308,0.7938103448275861,1.0,0.7722931034482758,386.8948275862068,386.101724137931,387.35,59.99568965517239,59.99568965517239,59.99568965517239,12.010344827586206,0.0,10.403448275862067,1.894827586206896,2.029310344827587,2.079310344827587,12430.77966101695,14699.389830508475,15191.93220338983,15188.610169491525,2227.3898305084745,1.2518790536007638,1.4803462715472204,1.5299492266218542,1.5296146728224673,0.22431599083593337,15.6937628831719,21.7516060896345,23.066836025553627,23.057965280424312,0.0
2017,5,1,8,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,339.1166666666667,0.0,345.6166666666667,74682438.33333333,32191800.0,1.9034157714035365,0.0,1.9971504982611126,224.525,222.86333333333326,223.58666666666664,0.7935833333333331,1.0,0.7740500000000001,387.4883333333334,386.66999999999996,388.1133333333331,60.00450000000003,60.00450000000003,60.00450000000003,12.454999999999993,0.0,10.250000000000002,1.693333333333333,1.8366666666666673,1.9333333333333336,12448.8,14755.266666666666,15284.666666666666,15307.533333333333,2227.5333333333333,1.2536938528219859,1.4859735171000164,1.5392883360385894,1.5415911773840587,0.22433044239878655,15.741882561925767,21.900813365625798,23.314463939278408,23.375524129556897,0.0
2017,5,1,9,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,335.875,0.0,343.2142857142857,74683105.35714285,32191800.0,1.897928939554619,0.0,1.9963244809885303,222.77500000000003,221.03928571428565,221.6999999999999,0.7944821428571427,1.0,0.7756071428571429,384.37678571428586,383.4535714285715,384.9607142857145,59.98821428571427,59.98821428571427,59.98821428571427,11.621428571428575,0.0,10.63392857142857,1.585714285714286,1.7910714285714282,1.896428571428572,12518.5,14808.214285714286,15457.57142857143,15457.857142857143,2228.0,1.260713198355266,1.4913057663611002,1.5567012237651008,1.5567300000361033,0.22437743842601776,15.928001581690605,22.042198769850387,23.77616931901329,23.776932326237553,0.0
2017,5,1,10,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,337.6333333333333,0.0,346.0,74683801.66666667,32191800.0,1.9045251534992227,0.0,2.007714390531007,223.41833333333338,221.5399999999999,222.30166666666668,0.7935499999999999,1.0,0.7753166666666664,385.3783333333332,384.41833333333335,386.0400000000001,59.988666666666674,59.988666666666674,59.988666666666674,12.03,0.0,10.063333333333334,1.593333333333334,1.7850000000000001,1.9049999999999998,12579.666666666666,14861.4,15688.8,15626.533333333333,2227.9333333333334,1.266873166958491,1.4966619888941446,1.5799878001213075,1.5737170457839966,0.22437072470784186,16.091334090794017,22.18421982904544,24.393616450593793,24.22734644081684,0.0
2017,5,1,11,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,337.3,0.0,345.21666666666664,74684486.66666667,32191800.0,1.9008886718566211,0.0,2.010471783062334,223.00666666666666,221.10999999999999,221.9099999999999,0.7957833333333336,1.0,0.7738666666666665,384.65500000000003,383.69666666666683,385.3433333333333,59.98216666666665,59.98216666666665,59.98216666666665,12.145000000000005,0.0,9.458333333333337,1.5949999999999998,1.7466666666666668,1.9033333333333344,12615.133333333333,14918.066666666668,15914.666666666666,15807.0,2228.0,1.270444937547048,1.5023687700430552,1.6027343769868214,1.5918914794921875,0.22437743842601776,16.186040133916595,22.335536003525227,24.99674541313636,24.709244328662926,0.0
2017,5,1,12,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,339.4166666666667,0.0,347.6666666666667,74685170.0,32191800.0,1.9087440649226008,0.0,2.015977090435042,223.69000000000003,221.9016666666666,222.51999999999998,0.7949833333333334,1.0,0.7750333333333334,385.93333333333334,384.91666666666663,386.4683333333333,59.994166666666665,59.994166666666665,59.994166666666665,12.000000000000002,0.0,9.411666666666665,1.5783333333333336,1.7199999999999995,1.9000000000000006,12645.966101694916,14968.542372881357,16131.457627118643,16010.77966101695,2228.0,1.2735500497333074,1.50745208384627,1.624566963163473,1.6124137195490174,0.22437743842601776,16.268372658170655,22.470320846033083,25.575639772854682,25.253394660719746,0.0
2017,5,1,13,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,341.03333333333336,0.0,349.0,74685858.33333333,32191800.0,1.9111332511157544,0.0,2.0210950333199422,224.10000000000005,222.29833333333335,222.93833333333336,0.7963166666666666,1.0,0.7745833333333336,386.6266666666667,385.6233333333335,387.1916666666668,59.99366666666671,59.99366666666671,59.99366666666671,12.461666666666666,0.0,9.834999999999999,1.5483333333333333,1.685,1.895,12686.066666666668,15037.333333333334,16348.333333333334,16223.266666666666,2228.2,1.2775884966055553,1.5143798887729645,1.6464080770810445,1.6338128646214802,0.22439758032560347,16.37545269428962,22.65401265262176,26.154760246927005,25.820796263306367,0.0
2017,5,1,14,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,340.45,0.0,350.21666666666664,74686550.0,32191800.0,1.9078361308155578,0.0,2.0218889924312866,224.4,222.60666666666674,223.33333333333334,0.7952833333333335,1.0,0.7755833333333332,387.1383333333334,386.22666666666663,387.77666666666664,60.0116666666667,60.0116666666667,60.0116666666667,12.089999999999996,0.0,9.69166666666667,1.5466666666666666,1.7266666666666668,1.8900000000000008,12705.666666666666,15101.666666666666,16546.466666666667,16427.866666666665,2228.6666666666665,1.279562375942866,1.520858758687973,1.6663616875807443,1.654417727390925,0.2244445780913035,16.427790406637953,22.82580087875313,26.683833279358012,26.36713734921756,0.0
2017,5,1,15,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,342.728813559322,0.0,351.20338983050846,74687240.6779661,32191800.0,1.9117170071710956,0.0,2.0218823073725636,224.97118644067788,223.15762711864411,223.88644067796605,0.796915254237288,1.0,0.7758813559322035,388.1271186440678,387.18813559322035,388.75932203389846,60.01745762711865,60.01745762711865,60.01745762711865,11.98135593220339,0.0,10.1271186440678,1.6033898305084746,1.7355932203389839,1.9135593220338991,12698.57627118644,15147.254237288136,16724.474576271186,16588.474576271186,2228.5423728813557,1.2788483187303705,1.5254497952380424,1.6842885199239699,1.6705922272245763,0.2244320605265892,16.408857070500623,22.94753291464625,27.15916597916466,26.79600668467809,0.0
2017,5,1,16,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,342.8,0.0,354.45,74687938.33333333,32191800.0,1.911514777843075,0.0,2.0259595324085122,225.48166666666663,223.6616666666667,224.27499999999998,0.7953500000000003,1.0,0.7801166666666667,388.9983333333334,387.9600000000001,389.5366666666668,59.99916666666666,59.99916666666666,59.99916666666666,12.49,0.0,10.375000000000005,1.7000000000000002,1.831666666666666,1.9800000000000002,12740.866666666667,15196.266666666666,16853.866666666665,16729.866666666665,2228.733333333333,1.283107296625773,1.5303857386112214,1.6973193287849426,1.684831553697586,0.22445129205783207,16.521784520408065,23.07841020767524,27.504679867952216,27.173564602678134,0.0
2017,5,1,17,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,342.95,0.0,351.23333333333335,74688636.66666667,32191800.0,1.9132813358304612,0.0,2.0209185233274587,225.31333333333336,223.50666666666663,224.16166666666666,0.7955666666666664,1.0,0.7753500000000002,388.74166666666673,387.7383333333332,389.2966666666669,59.99633333333331,59.99633333333331,59.99633333333331,12.81,0.0,10.78,1.8683333333333332,1.9550000000000003,2.1349999999999993,12766.466666666667,15233.733333333334,16919.866666666665,16794.866666666665,2228.866666666667,1.2856854240099589,1.5341589391231536,1.7039660612742107,1.6913775602976482,0.22446471999088924,16.590143962082287,23.17845719600591,27.680918995898914,27.347132968275943,0.0
2017,5,1,18,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,340.56666666666666,0.0,349.31666666666666,74689330.0,32191800.0,1.9126863953821156,0.0,2.0203921828652622,224.48999999999998,222.66,223.27833333333334,0.7931666666666666,1.0,0.7743500000000002,387.27833333333353,386.22999999999996,387.8166666666667,59.99066666666666,59.99066666666666,59.99066666666666,12.706666666666667,0.0,11.110000000000001,1.811666666666666,1.9516666666666673,2.1283333333333325,12757.266666666666,15246.066666666668,16917.466666666667,16797.466666666667,2228.6666666666665,1.2847589155038197,1.5354009926319123,1.7037243684132894,1.6916394054889679,0.2244445780913035,16.56557744741952,23.211390434646127,27.67451047274735,27.354075833548425,0.0
2017,5,1,19,0,0.0,0.0,257362.0,259228.0,1060044542.0,0.0,0.0,114644.0,114644.0,1055991971.0,342.23333333333335,0.0,350.01666666666665,74690020.0,32191800.0,1.91346276554405,0.0,2.020353718348633,224.74999999999994,222.91833333333332,223.52000000000004,0.7958,1.0,0.7750833333333333,387.73333333333335,386.6683333333333,388.2449999999999,59.974333333333306,59.974333333333306,59.974333333333306,13.15166666666667,0.0,11.460000000000004,1.910000000000001,2.0516666666666663,2.21,12711.0,15246.333333333334,16874.8,16781.2,2228.266666666667,1.280099481344223,1.535427854458491,1.699427491426468,1.6900012155373891,0.22440429429213207,16.442031838454785,23.212102680083845,27.560578122637832,27.31063897657496,0.0
